Apr;8;18.;P;B;Nebenkosten;;;;;;;;;;;;;;;;;;;;;260;;;;;
Apr;9;21.;L;T;Freizeit;;;43;;;;;;;;;;;;;;;;;;;;;;;;
Apr;10;24.;P;S;Krankenkasse;;;;;;;;;;;;;;;;;;;390;;;;;;;
Apr;11;28.;P;B;Kontrolle Lohnformel;;;;;;;;;;;;;;;;;;;;;;;;;;=AE2;
Mai;0;1.;;;Saldo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mai;1;2.;P;B;Lohn;;;;;;;;;;;;;;;;;;;;;;;;4260;;;
Mai;2;3.;P;T;Lebensmittel Migros;;;100;;;;;;;;;;;;;;;;;;;;;;;;
Mai;3;5.;L;K;Mittagessen;;28;;;;;;;;;;;;;;;;;;;;;;;;;
Mai;4;8.;H;B;SBB;;;;;;;;;;;;12;;;;;;;;;;;;;;
Mai;5;10.;P;K;Coiffeur;;;;;;;;48;;;;;;;;;;;;;;;;;;;
Mai;6;14.;A;Y;Geburtstagsgeschenk;;;;;;;;;;;;;;39;;;;;;;;;;;;;
Mai;7;16.;E;R;Reserve / Spar;;;;;;;;;;;;;;;50;;;;;;;;;;;;
Mai;8;18.;P;B;Nebenkosten;;;;;;;;;;;;;;;;;;;;;260;;;;;
Mai;9;21.;L;T;Freizeit;;;44;;;;;;;;;;;;;;;;;;;;;;;;
Mai;10;24.;P;S;Krankenkasse;;;;;;;;;;;;;;;;;;;390;;;;;;;
Mai;11;28.;P;B;Kontrolle Lohnformel;;;;;;;;;;;;;;;;;;;;;;;;;;=AE2;
Jun;0;1.;;;Saldo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jun;1;2.;P;B;Lohn;;;;;;;;;;;;;;;;;;;;;;;;4275;;;
Jun;2;3.;P;T;Lebensmittel Migros;;;102;;;;;;;;;;;;;;;;;;;;;;;;
Jun;3;5.;L;K;Mittagessen;;24;;;;;;;;;;;;;;;;;;;;;;;;;
Jun;4;8.;H;B;SBB;;;;;;;;;;;;12;;;;;;;;;;;;;;
Jun;5;10.;P;K;Coiffeur;;;;;;;;48;;;;;;;;;;;;;;;;;;;
Jun;6;14.;A;Y;Geburtstagsgeschenk;;;;;;;;;;;;;;40;;;;;;;;;;;;;
Jun;7;16.;E;R;Reserve / Spar;;;;;;;;;;;;;;;50;;;;;;;;;;;;
Jun;8;18.;P;B;Nebenkosten;;;;;;;;;;;;;;;;;;;;;260;;;;;
Jun;9;21.;L;T;Freizeit;;;45;;;;;;;;;;;;;;;;;;;;;;;;
Jun;10;24.;P;S;Krankenkasse;;;;;;;;;;;;;;;;;;;390;;;;;;;
Jun;11;28.;P;B;Kontrolle Lohnformel;;;;;;;;;;;;;;;;;;;;;;;;;;=AE2;
Jul;0;1.;;;Saldo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jul;1;2.;P;B;Lohn;;;;;;;;;;;;;;;;;;;;;;;;4290;;;
Jul;2;3.;P;T;Lebensmittel Migros;;;104;;;;;;;;;;;;;;;;;;;;;;;;
Jul;3;5.;L;K;Mittagessen;;25;;;;;;;;;;;;;;;;;;;;;;;;;
Jul;4;8.;H;B;ÖV Abo / SBB;;;;;;;;;;;;79;;;;;;;;;;;;;;
Jul;5;10.;P;K;Coiffeur;;;;;;;;48;;;;;;;;;;;;;;;;;;;
Jul;6;14.;A;Y;Geburtstagsgeschenk;;;;;;;;;;;;;;41;;;;;;;;;;;;;
Jul;7;16.;E;R;Reserve / Spar;;;;;;;;;;;;;;;50;;;;;;;;;;;;
Jul;8;18.;P;B;Nebenkosten;;;;;;;;;;;;;;;;;;;;;260;;;;;
Jul;9;21.;L;T;Freizeit;;;46;;;;;;;;;;;;;;;;;;;;;;;;
Jul;10;24.;P;S;Krankenkasse;;;;;;;;;;;;;;;;;;;390;;;;;;;
Jul;11;28.;P;B;Kontrolle Lohnformel;;;;;;;;;;;;;;;;;;;;;;;;;;=AE2;
Aug;0;1.;;;Saldo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aug;1;2.;P;B;Lohn;;;;;;;;;;;;;;;;;;;;;;;;4305;;;
Aug;2;3.;P;T;Lebensmittel Migros;;;106;;;;;;;;;;;;;;;;;;;;;;;;
Aug;3;5.;L;K;Mittagessen;;26;;;;;;;;;;;;;;;;;;;;;;;;;
Aug;4;8.;H;B;SBB;;;;;;;;;;;;12;;;;;;;;;;;;;;
Aug;5;10.;P;K;Coiffeur;;;;;;;;48;;;;;;;;;;;;;;;;;;;
Aug;6;14.;A;Y;Geburtstagsgeschenk;;;;;;;;;;;;;;42;;;;;;;;;;;;;
Aug;7;16.;E;R;Reserve / Spar;;;;;;;;;;;;;;;50;;;;;;;;;;;;
Aug;8;18.;P;B;Nebenkosten;;;;;;;;;;;;;;;;;;;;;260;;;;;
Aug;9;21.;L;T;Freizeit;;;47;;;;;;;;;;;;;;;;;;;;;;;;
Aug;10;24.;P;S;Krankenkasse;;;;;;;;;;;;;;;;;;;390;;;;;;;
Aug;11;28.;P;B;Kontrolle Lohnformel;;;;;;;;;;;;;;;;;;;;;;;;;;=AE2;
Sep;0;1.;;;Saldo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sep;1;2.;P;B;Lohn;;;;;;;;;;;;;;;;;;;;;;;;4320;;;
Sep;2;3.;P;T;Lebensmittel Migros;;;108;;;;;;;;;;;;;;;;;;;;;;;;
Sep;3;5.;L;K;Mittagessen;;27;;;;;;;;;;;;;;;;;;;;;;;;;
Sep;4;8.;H;B;SBB;;;;;;;;;;;;12;;;;;;;;;;;;;;
Sep;5;10.;P;K;Coiffeur;;;;;;;;48;;;;;;;;;;;;;;;;;;;
Sep;6;14.;A;Y;Geburtstagsgeschenk;;;;;;;;;;;;;;43;;;;;;;;;;;;;
Sep;7;16.;E;R;Reserve / Spar;;;;;;;;;;;;;;;50;;;;;;;;;;;;
Sep;8;18.;P;B;Nebenkosten;;;;;;;;;;;;;;;;;;;;;260;;;;;
Sep;9;21.;L;T;Freizeit;;;48;;;;;;;;;;;;;;;;;;;;;;;;
Sep;10;24.;P;S;Krankenkasse;;;;;;;;;;;;;;;;;;;390;;;;;;;
Sep;11;28.;P;B;Kontrolle Lohnformel;;;;;;;;;;;;;;;;;;;;;;;;;;=AE2;
Okt;0;1.;;;Saldo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Okt;1;2.;P;B;Lohn;;;;;;;;;;;;;;;;;;;;;;;;4335;;;
Okt;2;3.;P;T;Lebensmittel Migros;;;110;;;;;;;;;;;;;;;;;;;;;;;;
Okt;3;5.;L;K;Mittagessen;;28;;;;;;;;;;;;;;;;;;;;;;;;;
Okt;4;8.;H;B;ÖV Abo / SBB;;;;;;;;;;;;79;;;;;;;;;;;;;;
Okt;5;10.;P;K;Coiffeur;;;;;;;;48;;;;;;;;;;;;;;;;;;;
Okt;6;14.;A;Y;Geburtstagsgeschenk;;;;;;;;;;;;;;44;;;;;;;;;;;;;
Okt;7;16.;E;R;Reserve / Spar;;;;;;;;;;;;;;;50;;;;;;;;;;;;
Okt;8;18.;P;B;Nebenkosten;;;;;;;;;;;;;;;;;;;;;260;;;;;
Okt;9;21.;L;T;Freizeit;;;49;;;;;;;;;;;;;;;;;;;;;;;;
Okt;10;24.;P;S;Krankenkasse;;;;;;;;;;;;;;;;;;;390;;;;;;;
Okt;11;28.;P;B;Kontrolle Lohnformel;;;;;;;;;;;;;;;;;;;;;;;;;;=AE2;
Nov;0;1.;;;Saldo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nov;1;2.;P;B;Lohn;;;;;;;;;;;;;;;;;;;;;;;;4350;;;
Nov;2;3.;P;T;Lebensmittel Migros;;;112;;;;;;;;;;;;;;;;;;;;;;;;
Nov;3;5.;L;K;Mittagessen;;24;;;;;;;;;;;;;;;;;;;;;;;;;
Nov;4;8.;H;B;SBB;;;;;;;;;;;;12;;;;;;;;;;;;;;
Nov;5;10.;P;K;Coiffeur;;;;;;;;48;;;;;;;;;;;;;;;;;;;
Nov;6;14.;A;Y;Geburtstagsgeschenk;;;;;;;;;;;;;;45;;;;;;;;;;;;;
Nov;7;16.;E;R;Reserve / Spar;;;;;;;;;;;;;;;50;;;;;;;;;;;;
Nov;8;18.;P;B;Nebenkosten;;;;;;;;;;;;;;;;;;;;;260;;;;;
Nov;9;21.;L;T;Freizeit;;;50;;;;;;;;;;;;;;;;;;;;;;;;
Nov;10;24.;P;S;Krankenkasse;;;;;;;;;;;;;;;;;;;390;;;;;;;
Nov;11;28.;P;B;Kontrolle Lohnformel;;;;;;;;;;;;;;;;;;;;;;;;;;=AE2;
Dez;0;1.;;;Saldo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dez;1;2.;P;B;Lohn;;;;;;;;;;;;;;;;;;;;;;;;4365;;;
Dez;2;3.;P;T;Lebensmittel Migros;;;114;;;;;;;;;;;;;;;;;;;;;;;;
Dez;3;5.;L;K;Mittagessen;;25;;;;;;;;;;;;;;;;;;;;;;;;;
Dez;4;8.;H;B;SBB;;;;;;;;;;;;12;;;;;;;;;;;;;;
Dez;5;10.;P;K;Coiffeur;;;;;;;;48;;;;;;;;;;;;;;;;;;;
Dez;6;14.;A;Y;Geburtstagsgeschenk;;;;;;;;;;;;;;46;;;;;;;;;;;;;
Dez;7;16.;E;R;Reserve / Spar;;;;;;;;;;;;;;;50;;;;;;;;;;;;
Dez;8;18.;P;B;Nebenkosten;;;;;;;;;;;;;;;;;;;;;260;;;;;
Dez;9;21.;L;T;Freizeit;;;51;;;;;;;;;;;;;;;;;;;;;;;;
Dez;10;24.;P;S;Krankenkasse;;;;;;;;;;;;;;;;;;;390;;;;;;;
Dez;11;28.;P;B;Kontrolle Lohnformel;;;;;;;;;;;;;;;;;;;;;;;;;;=AE2;
